;Номер Сборочного   ;Имя Сборочного;Состав Сборочного;Дата обновления;Чертеж Сборочного;Адрес папки;Дата чертежа;;;;;;;
;БКН-3,2 01.04.300 СБ;Стенка в сборе;"БКН-3,2 01.04.301 | Стенка передняя | 1
БКН-3,2 01.04.302 | Стенка отвода | 2
";17.07.2025 16:32;БКН-3,2 01.04.300 СБ Стенка в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 01. Камера сгорания\БКН-3,2 01.04. Дверь\БКН-3,2 01.04.3 Стенка в сборе;13.02.2025 13:57;;;;;;;
;БКН-3,2 02.00.000 СБ;Теплообменник;"БКН-3,2 02.01.000 СБ | Труба внутренняя | 1
БКН-3,2 02.02.000 СБ | Развертка трубы внешней | 1
БКН-3,2 02.03.000 СБ | Балка | 1
";17.07.2025 16:32;БКН-3,2 02.00.000 СБ Теплообменник.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 02. Теплообменник;13.02.2025 13:57;;;;;;;
;БКН-3,2 02.01.000 СБ;Труба внутренняя;"БКН-3,2 01.00.001-01 | Кронштейн грузовой | 6
БКН-3,2 02.01.001 | Лист 2,0 AISI-430 | 24
БКН-3,2 02.01.002 | Ребро | 72
БКН-3,2 02.01.100 СБ | Развертка трубы внутренней | 1
БКН-3,2 02.01.200 СБ | Лопатка в сборе | 60
БКН-3,2 02.01.300 СБ | Кольцо торцевое | 2
";17.07.2025 16:32;БКН-3,2 02.01.000 СБ Труба внутренняя.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 02. Теплообменник\БКН-3,2 02.01. Труба внутренняя;13.02.2025 17:02;;;;;;;
;БКН-3,2 02.01.100 СБ;Развертка трубы внутренней;"БКН-3,2 02.01.101 | Лист №1 | 1
БКН-3,2 02.01.102 | Лист №2 | 1
БКН-3,2 02.01.103 | Лист №3 | 1
БКН-3,2 02.01.104 | Лист №4 | 1
БКН-3,2 02.01.105 | Лист №5 | 2
БКН-3,2 02.01.106 | Лист №6 | 2
БКН-3,2 02.01.107 | Лист №7 | 2
БКН-3,2 02.01.108 | Лист №8 | 2
БКН-3,2 02.01.109 | Лист №9 | 2
БКН-3,2 02.01.110 | Лист №10 | 2
БКН-3,2 02.01.111 | Лист №11 | 1
БКН-3,2 02.01.112 | Лист №12 | 1
БКН-3,2 02.01.113 | Лист №13 | 1
БКН-3,2 02.01.114 | Лист №14 | 1
БКН-3,2 02.01.115 | Лист №15 | 1
";17.07.2025 16:32;БКН-3,2 02.01.100 СБ Развертка трубы внутренней.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 02. Теплообменник\БКН-3,2 02.01. Труба внутренняя\БКН-3,2 02.01.1 Разв. тр. внут;13.02.2025 13:58;;;;;;;
;БКН-3,2 02.01.200 СБ;Лопатка в сборе;"БКН-3,2 02.01.201 | Кронштейн лопатки | 1
БКН-3,2 02.01.202 | Лопатка | 1
";17.07.2025 16:32;БКН-3,2 02.01.200 СБ Лопатка в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 02. Теплообменник\БКН-3,2 02.01. Труба внутренняя\БКН-3,2 02.01.2 Лопатка в сборе;13.02.2025 17:00;;;;;;;
;БКН-3,2 02.01.300 СБ;Кольцо торцевое;"БКН-3,2 02.01.301 | Сегмент кольца | 6
";17.07.2025 16:32;БКН-3,2 02.01.300 СБ Кольцо торцевое.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 02. Теплообменник\БКН-3,2 02.01. Труба внутренняя\БКН-3,2 02.01.3 Кольцо торцевое;13.02.2025 17:01;;;;;;;
;БКН-3,2 02.02.000 СБ;Развертка трубы внешней;"БКН-3,2 02.02.001 | Лист 3,0 AISI-321 | 3
БКН-3,2 02.02.002 | Лист 3,0 AISI-321 | 1
БКН-3,2 02.02.003 | Лист 3,0 AISI-430 | 18
БКН-3,2 02.02.004 | Лист 3,0 AISI-430 | 3
";17.07.2025 16:32;БКН-3,2 02.02.000 СБ Развертка трубы внешней.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 02. Теплообменник\БКН-3,2 02.02. Развертка трубы внешней;13.02.2025 15:51;;;;;;;
;БКН-3,2 02.03.000 СБ;Балка;"БКН-3,2 02.03.001 | Подвес | 9
БКН-3,2 02.03.100 СБ | Швеллер в сборе | 1
";17.07.2025 16:32;БКН-3,2 02.03.000 СБ Балка.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 02. Теплообменник\БКН-3,2 02.03. Балка;13.02.2025 15:53;;;;;;;
;БКН-3,2 02.03.100 СБ;Швеллер в сборе;"БКН-3,2 02.03.101 | Швеллер | 1
ТБ-0,8МА 07.00.004 | Петля | 2
";17.07.2025 16:32;БКН-3,2 02.03.100 СБ Швеллер в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 02. Теплообменник\БКН-3,2 02.03. Балка\БКН-3,2 02.03.1 Швеллер в сборе;13.02.2025 15:53;;;;;;;
;БКН-3,2 03.00.000 СБ;Взрыворазрядитель;"БКН-3,2 03.01.000 СБ | Отвод взрыворазрядителя | 1
БКН-3,2 03.02.000 СБ | Клапан взрыворазрядителя | 1
БКН-3,2 03.03.000 СБ | Экран отвода в сборе | 1
БКН-3,2 03.04.000 СБ | Экран клапана в сборе | 1
";26.06.2025 16:36;БКН-3,2 03.00.000 СБ Взрыворазрядитель.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 03. Взрыворазрядитель;17.02.2025 13:15;;;;;;;
;БКН-3,2 03.01.000 СБ;Отвод взрыворазрядителя;"БКН-3,2 03.01.001 | Стенка нижняя | 1
БКН-3,2 03.01.002 | Стенка верхняя | 1
БКН-3,2 03.01.003 | Стенка боковая | 2
БКН-3,2 03.01.004 | Ухо | 2
БКН-3,2 03.01.100 СБ | Фланец | 2
БКН-3,2 03.01.200 СБ | Уголок в сборе | 10
";26.06.2025 16:36;БКН-3,2 03.01.000 СБ Отвод взрыворазрядителя.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 03. Взрыворазрядитель\БКН-3,2 03.01. Отвод взрыворазрядителя;17.02.2025 13:13;;;;;;;
;БКН-3,2 03.01.100 СБ;Фланец;"БКН-3,2 03.01.101 | Сегмент фланца короткий | 2
БКН-3,2 03.01.102 | Сегмент фланца длинный | 2
";26.06.2025 16:36;БКН-3,2 03.01.100 СБ Фланец.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 03. Взрыворазрядитель\БКН-3,2 03.01. Отвод взрыворазрядителя\БКН-3,2 03.01.1 Фланец;13.02.2025 15:55;;;;;;;
;БКН-3,2 03.01.200 СБ;Уголок в сборе;"БКН-3,2 03.01.201 | Уголок | 1
";26.06.2025 16:36;БКН-3,2 03.01.200 СБ Уголок в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 03. Взрыворазрядитель\БКН-3,2 03.01. Отвод взрыворазрядителя\БКН-3,2 03.01.2 Уголок в сборе;13.02.2025 15:55;;;;;;;
;БКН-3,2 03.02.000 СБ;Клапан взрыворазрядителя;"ТБ-0,8МА 08.00.001А | Ось | 1
БКН-3,2 03.02.100 СБ | Отвод концевой | 1
ТБ-0,8МА 08.04.000А СБ | Крышка | 1
";26.06.2025 16:36;БКН-3,2 03.02.000 СБ Клапан взрыворазрядителя.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 03. Взрыворазрядитель\БКН-3,2 03.02. Клапан взрыворазрядителя;13.02.2025 15:57;;;;;;;
;БКН-3,2 03.02.100 СБ;Отвод концевой;"БКН-3,2 03.02.101 | Стенка нижняя | 1
БКН-3,2 03.02.102 | Стенка вехняя | 1
БКН-3,2 03.02.103 | Стенка боковая | 2
ТБ-0,8МА 08.01.004А | Перемычка | 1
ТБ-0,8МА 08.01.005А | Фланец | 1
ТБ-0,8МА 08.01.006А | Ухо | 2
ТБ-0,8МА 08.01.007А | Втулка оси | 2
БКН-3,2 03.01.100 СБ | Фланец | 1
БКН-3,2 03.01.200 СБ | Уголок в сборе | 6
ТБ-0,8МА 08.01.002А СБ | Рамка | 1
";26.06.2025 16:36;БКН-3,2 03.02.100 СБ Отвод концевой.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 03. Взрыворазрядитель\БКН-3,2 03.02. Клапан взрыворазрядителя\БКН-3,2 03.02.1 Отвод концевой;13.02.2025 15:57;;;;;;;
;БКН-3,2 03.03.000 СБ;Экран отвода в сборе;"БКН-3,2 03.03.001 | Экран отвода | 1
БКН-3,2 03.03.002 | Стенка | 2
";26.06.2025 16:36;БКН-3,2 03.03.000 СБ Экран отвода в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 03. Взрыворазрядитель\БКН-3,2 03.03. Экран отвода в сборе;13.02.2025 15:57;;;;;;;
;БКН-3,2 03.04.000 СБ;Экран клапана в сборе;"БКН-3,2 03.04.001 | Экран клапана | 1
БКН-3,2 03.04.002 | Стенка | 2
";26.06.2025 16:36;;;;;;;;;;
;БКН-3,2 04.00.000 СБ;Опора;"БКН-3,2 04.00.001 | Стойка | 1
БКН-3,2 04.00.002 | Пятка | 1
БКН-3,2 04.00.003 | Косынка | 1
";17.07.2025 16:32;БКН-3,2 04.00.000 СБ Опора.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 04. Опора;13.02.2025 15:59;;;;;;;
;БКН-3,2 04.00.000-01 СБ;Опора;"БКН-3,2 04.00.001 | Стойка | 1
БКН-3,2 04.00.002 | Пятка | 1
БКН-3,2 04.00.003 | Косынка | 1
";17.07.2025 16:32;;;;;;;;;;
;БКН-3,2 04.00.000-02 СБ;Опора;"БКН-3,2 04.00.001-01 | Стойка | 1
";17.07.2025 16:32;;;;;;;;;;
;БКН-3,2 05.00.000 СБ;Коллектор;"БКН-3,2 05.00.001 | Обечайка коллектора | 2
БКН-3,2 05.00.002 | Дно коллектора | 1
БКН-3,2 07.02.100 СБ | Фланец в сборе 450 | 1
";17.07.2025 16:32;БКН-3,2 05.00.000 СБ Коллектор.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 05. Коллектор;13.02.2025 16:00;;;;;;;
;БКН-3,2 06.00.000 СБ;Подставка;"БКН-3,2 06.00.001 | Пластина | 2
БКН-3,2 06.00.002 | Швеллер 8П | 1
БКН-3,2 06.00.003 | Швеллер | 2
БКН-3,2 06.00.004 | Швеллер 8П | 2
БКН-3,2 06.00.005 | Уголок 50х50 | 4
БКН-3,2 06.00.006 | Уголок 50х50 | 2
БКН-3,2 06.00.007 | Швеллер 8П | 1
";17.07.2025 16:32;БКН-3,2 06.00.000 СБ Подставка.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 06. Подставка;13.02.2025 16:01;;;;;;;
;БКН-3,2 07.00.000 СБ;Труба дымовая в сборе;"БКН-3,2 07.01.000 СБ | Труба дымовая | 1
БКН-3,2 07.02.000 СБ | Труба 450 в сборе | 4
БКН-3,2 07.04.000 СБ | Вставка трубы дымовой | 1
БКН-3,2 07.05.000 СБ | Выход трубы дымовой | 1
";29.07.2025 9:06;БКН-3,2 07.00.000 СБ Труба дымовая в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе;23.07.2025 13:38;;;;;;;
;БКН-3,2 07.01.000 СБ;Труба дымовая;"БКН-3,2 07.01.100 СБ | Колпак в сборе | 1
БКН-3,2 07.03.000 СБ | Труба 500 в сборе | 2
";29.07.2025 9:08;БКН-3,2 07.01.000 СБ Труба дымовая.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.01 Труба дымовая;13.02.2025 15:50;;;;;;;
;БКН-3,2 07.01.100 СБ;Колпак в сборе;"БКН-3,2 07.01.101 | Бочка | 1
БКН-3,2 07.01.102 | Зонт | 1
БКН-3,2 07.01.103 | Кронштейн №1 | 4
БКН-3,2 07.01.105 | Кронштейн №2 | 5
";29.07.2025 9:08;БКН-3,2 07.01.100 СБ Колпак в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.01 Труба дымовая\БКН-3,2 07.01.100 Колпак в сборе;13.02.2025 15:53;;;;;;;
;БКН-3,2 07.02.000 СБ;Труба 450 в сборе;"БКН-3,2 07.02.001 | Труба | 1
БКН-3,2 07.02.100 СБ | Фланец в сборе 450 | 2
";29.07.2025 9:08;БКН-3,2 07.02.000 СБ Труба 450 в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.02 Труба 450 в сборе;13.02.2025 15:57;;;;;;;
;БКН-3,2 07.02.100 СБ;Фланец в сборе 450;"БКН-3,2 07.02.101 | Сектор фланца 450 | 3
";29.07.2025 9:08;БКН-3,2 07.02.100 СБ Фланец в сборе 450.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.02 Труба 450 в сборе\БКН-3,2 07.02.100 Фланец в сборе 450;13.02.2025 16:01;;;;;;;
;БКН-3,2 07.03.000 СБ;Труба 500 в сборе;"БКН-3,2 07.03.001 | Труба | 1
БКН-3,2 07.03.100 СБ | Фланец в сборе 500 | 2
";29.07.2025 9:08;БКН-3,2 07.03.000 СБ Труба 500 в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.03 Труба 500 в сборе;13.02.2025 16:12;;;;;;;
;БКН-3,2 07.03.100 СБ;Фланец в сборе 500;"БКН-3,2 07.03.101 | Сектор фланца 500 | 3
";29.07.2025 9:08;БКН-3,2 07.03.100 СБ Фланец в сборе 500.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.03 Труба 500 в сборе\БКН-3,2 07.03.100 Фланец в сборе 500;13.02.2025 16:13;;;;;;;
;БКН-3,2 07.04.000 СБ;Вставка трубы дымовой;"БКН-3,2 07.04.001 | Труба | 1
БКН-3,2 07.04.002 | Платик | 19
БКН-3,2 07.04.003 | Уголок | 4
БКН-3,2 07.02.100 СБ | Фланец в сборе 450 | 1
";29.07.2025 9:08;БКН-3,2 07.04.000 СБ Вставка трубы дымовой.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.04 Вставка трубы дымовой;13.02.2025 16:15;;;;;;;
;БКН-3,2 07.05.000 СБ;Выход трубы дымовой;"БКН-3,2 07.05.001 | Труба выхода | 1
БКН-3,2 07.05.002 | Накладка | 1
БКН-3,2 07.05.100 СБ | Фланец с гайками | 1
";29.07.2025 9:08;БКН-3,2 07.05.000 СБ Выход трубы дымовой.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.05 Выход трубы дымовой;23.07.2025 13:38;;;;;;;
;БКН-3,2 07.05.100 СБ;Фланец с гайками;"БКН-3,2 07.05.101 | Сектор фланца 500 | 3
";29.07.2025 9:08;БКН-3,2 07.05.100 СБ Фланец с гайками.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 07. Труба дымовая в сборе\БКН-3,2 07.05 Выход трубы дымовой\БКН-3,2 07.05.100 Фланец с гайками;24.07.2025 7:55;;;;;;;
;БКН-3,2 08.00.000 СБ;Рама;"БКН-3,2 08.01.000 СБ | Опора | 1
БКН-3,2 08.01.000-01 СБ | Опора | 1
БКН-3,2 08.02.000 СБ | Балка продольная | 2
БКН-3,2 08.03.000 СБ | Балка поперечная | 1
БКН-3,2 08.03.000-01 СБ | Балка поперечная | 1
";26.06.2025 16:36;БКН-3,2 08.00.000 СБ Рама.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 08. Рама;13.02.2025 16:01;;;;;;;
;БКН-3,2 08.01.000 СБ;Опора;"БКН-3,2 08.01.001 | Труба 80х80 | 2
БКН-3,2 08.01.002 | Труба 80х80 | 2
БКН-3,2 08.01.003 | Раскос | 4
БКН-3,2 08.01.004 | Пятка | 2
БКН-3,2 08.01.004-01 | Пятка | 2
БКН-3,2 08.01.005 | Косынка | 2
БКН-3,2 08.01.005-01 | Косынка | 2
БКН-3,2 08.01.005-02 | Косынка | 4
БКН-3,2 08.01.006 | Кронштейн стойки | 2
";26.06.2025 16:36;БКН-3,2 08.01.000 СБ Опора.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 08. Рама\БКН-3,2 08.01. Опора;13.02.2025 16:01;;;;;;;
;БКН-3,2 08.01.000-01 СБ;Опора;"БКН-3,2 08.01.001 | Труба 80х80 | 2
БКН-3,2 08.01.002 | Труба 80х80 | 2
БКН-3,2 08.01.003 | Раскос | 4
БКН-3,2 08.01.004 | Пятка | 2
БКН-3,2 08.01.004-01 | Пятка | 2
БКН-3,2 08.01.005 | Косынка | 2
БКН-3,2 08.01.005-01 | Косынка | 2
БКН-3,2 08.01.005-02 | Косынка | 4
";26.06.2025 16:36;;;;;;;;;;
;БКН-3,2 08.02.000 СБ;Балка продольная;"БКН-3,2 08.01.004 | Пятка | 2
БКН-3,2 08.02.001 | Двутавр 12Б1 | 1
БКН-3,2 08.02.002 | Пластина | 1
БКН-3,2 08.02.003 | Ребро | 1
БКН-3,2 08.02.003-01 | Ребро | 1
БКН-3,2 08.02.003-02 | Ребро | 2
БКН-3,2 08.02.100 СБ | Шинка в сборе | 4
";26.06.2025 16:36;БКН-3,2 08.02.000 СБ Балка продольная.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 08. Рама\БКН-3,2 08.02. Балка продольная;13.02.2025 16:02;;;;;;;
;БКН-3,2 08.02.100 СБ;Шинка в сборе;"БКН-3,2 08.02.101 | Шинка | 1
";26.06.2025 16:36;БКН-3,2 08.02.100 СБ Шинка в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 08. Рама\БКН-3,2 08.02. Балка продольная\БКН-3,2 08.02.1 Шинка в сборе;13.02.2025 16:03;;;;;;;
;БКН-3,2 08.03.000 СБ;Балка поперечная;"БКН-3,2 08.02.002 | Пластина | 1
БКН-3,2 08.02.003 | Ребро | 1
БКН-3,2 08.02.003-01 | Ребро | 1
БКН-3,2 08.02.003-03 | Ребро | 2
БКН-3,2 08.03.001 | Балка | 1
БКН-3,2 08.03.100 СБ | Шинка в сборе | 4
";26.06.2025 16:36;БКН-3,2 08.03.000 СБ Балка поперечная.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 08. Рама\БКН-3,2 08.03. Балка поперечная;13.02.2025 16:02;;;;;;;
;БКН-3,2 08.03.000-01 СБ;Балка поперечная;"БКН-3,2 08.02.002 | Пластина | 1
БКН-3,2 08.02.003 | Ребро | 1
БКН-3,2 08.02.003-01 | Ребро | 1
БКН-3,2 08.03.001 | Балка | 1
БКН-3,2 08.03.100 СБ | Шинка в сборе | 4
";26.06.2025 16:36;;;;;;;;;;
;БКН-3,2 08.03.100 СБ;Шинка в сборе;"БКН-3,2 08.03.101 | Шинка | 1
";26.06.2025 16:36;БКН-3,2 08.03.100 СБ Шинка в сборе.cdw;K:\1 ЧЕРТЕЖИ\ТОПОЧНЫЕ БЛОКИ\БКН-3,2 00.00.000 Блок топочный вертикальный 3,2\БКН-3,2 08. Рама\БКН-3,2 08.03. Балка поперечная\БКН-3,2 08.03.1 Шинка в сборе;13.02.2025 16:02;;;;;;;
;БМ 02.02.000 СБ;Шибер разгрузочный;"БМ 02.02.100 СБ | Рычаг | 1
БМ 02.02.200 СБ | Рамка | 1
БМ 02.02.300 СБ | Заслонка | 1
БМ 02.02.400 СБ | Кронштейн | 1
";26.06.2025 16:56;БМ 02.02.000 СБ Шибер разгрузочный.cdw;K:\1 ЧЕРТЕЖИ\ЭЛЕМЕНТЫ КОМПЛЕКСОВ\БМ\БМ 02.02.000 СБ Шибер разгрузочный;06.04.2016 9:44;;;;;;;
;БМ 02.02.100 СБ;Рычаг;"БМ 02.02.101 | Труба 40х40 | 1
БМ 02.02.102 | Кронштейн № 1 | 1
БМ 02.02.103 | Кронштейн № 2 | 1
БМ 02.02.104 | Тяга | 1
";26.06.2025 16:56;БМ 02.02.100 СБ Рычаг.cdw;K:\1 ЧЕРТЕЖИ\ЭЛЕМЕНТЫ КОМПЛЕКСОВ\БМ\БМ 02.02.000 СБ Шибер разгрузочный\БМ 02.02.100 СБ Рычаг;06.04.2016 9:44;;;;;;;
;БМ 02.02.200 СБ;Рамка;"БМ 02.02.201 | Уголок 50х50 | 2
БМ 02.02.202 | Уголок 50х50 | 2
";26.06.2025 16:56;БМ 02.02.200 СБ Рамка.cdw;K:\1 ЧЕРТЕЖИ\ЭЛЕМЕНТЫ КОМПЛЕКСОВ\БМ\БМ 02.02.000 СБ Шибер разгрузочный\БМ 02.02.200 СБ Рамка;06.04.2016 9:48;;;;;;;
;БМ 02.02.300 СБ;Заслонка;"БМ 02.02.301 | Кронштейн | 2
БМ 02.02.302 | Лист | 1
БМ 02.02.303 | Полоса 25х4 | 2
БМ 02.02.304 | Полоса 25х4 | 3
";26.06.2025 16:56;БМ 02.02.300 СБ Заслонка.cdw;K:\1 ЧЕРТЕЖИ\ЭЛЕМЕНТЫ КОМПЛЕКСОВ\БМ\БМ 02.02.000 СБ Шибер разгрузочный\БМ 02.02.300 СБ Заслонка;06.04.2016 9:43;;;;;;;
;БМ 02.02.400 СБ;Кронштейн;"БМ 02.02.301 | Кронштейн | 1
БМ 02.02.401 | Уголок 50х50 | 1
";26.06.2025 16:56;БМ 02.02.400 СБ Кронштейн.cdw;K:\1 ЧЕРТЕЖИ\ЭЛЕМЕНТЫ КОМПЛЕКСОВ\БМ\БМ 02.02.000 СБ Шибер разгрузочный\БМ 02.02.400 СБ Кронштейн;06.04.2016 9:42;;;;;;;
;"БН 00.00.000 СБ
БН 00.00.000/П СБ";"Бункер надсушильный
Бункер надсушильный повернутый";"БН 00.00.001 | Штанга для ДУ | 1
БН 00.00.002 | Накладка | 6
БН 01.00.000 СБ | Полубункер с рассекателями | 1
БН 02.00.000 СБ
БН 02.00.000/П СБ | Полубункер верхний | 1
БН 03.00.000 СБ | Лестница бункера | 1
";26.06.2025 15:40;;;;;;;;;;
;"БН 00.00.000-01 СБ
БН 00.00.000/П-01 СБ";"Бункер надсушильный
Бункер надсушильный повернутый";"БН 00.00.001 | Штанга для ДУ | 1
БН 00.00.002 | Накладка | 8
БН 00.00.003 | Стяжка | 2
БН 01.00.000-01 СБ | Полубункер с рассекателями | 1
БН 02.00.000-01 СБ
БН 02.00.000/П-01 СБ | Полубункер верхний | 1
БН 03.00.000 СБ | Лестница бункера | 1
";26.06.2025 15:40;;;;;;;;;;
;БН 01.00.000 СБ;Полубункер с рассекателями;"БН 01.00.001 | Стойка | 6
БН 01.00.002 | Стенка торцевая | 4
БН 01.00.003 | Перемычка | 4
ШС 01.00.002-02 | Пол-потолок | 2
ШС 01.00.002-03 | Пол-потолок | 2
ШС 01.00.006-01 | Ребро жесткости | 2
ШС 01.00.007 | Швеллер строповочный | 4
БН 01.01.000 СБ | Рассекатель в сборе | 11
БН 01.01.000-01 СБ | Рассекатель в сборе | 2
";26.06.2025 15:40;;;;;;;;;;
